الاسم,خط العرض,خط الطول,التصنيف,الوصف,معرف المكان,سعر الدخول (جنيه)
البيت,30.1589818,31.3416919,أخرى,"البيت is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",427,
Suisse Hotel,30.0482677,31.2373404,إقامة,"Suisse Hotel is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",428,
Vienna Hostel,30.0481549,31.2372965,إقامة,"Vienna Hostel is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",429,
رشدي أباظة‎,30.0542896,31.2426019,أخرى,"رشدي أباظة‎ is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",430,
Al Masar Art Gallery,30.0594759,31.2242203,ثقافي,"Al Masar Art Gallery is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",431,
Pyramids Power Inn,29.9724605,31.1429041,أخرى,Pyramids Power Inn is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,432,
تويوتا AMG,29.9846213,31.3573363,ثقافي,"تويوتا AMG is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",433,
عمارة 55 شارع الطيران,30.0762043,31.3208128,أخرى,"عمارة 55 شارع الطيران is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",434,
عمارة اول مايو رقم 8,30.0685063,31.3384587,أخرى,"عمارة اول مايو رقم 8 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",435,
Amira Adoum,30.0766085,31.334273,أخرى,"Amira Adoum is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",436,
Jana,29.9734212,31.1442218,أخرى,"Jana is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",437,
Bayt Yakan,30.0367215,31.2583465,أخرى,"Bayt Yakan is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",438,
Panorama Pyramids Inn,29.9744838,31.1411272,إقامة,"Panorama Pyramids Inn is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",439,
فندق فور سيزون نايل بلازا القاهره,30.0362273,31.2293727,إقامة,"فندق فور سيزون نايل بلازا القاهره is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",440,
ذا غابرييل هوتيل,30.1031938,31.386345,إقامة,"ذا غابرييل هوتيل is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",441,
هيئ تعاونيات البناء,30.050965,31.3469807,أخرى,"هيئ تعاونيات البناء is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",442,
Cleopatra’s Museum,29.9972735,31.217199,ثقافي,"Cleopatra’s Museum is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",443,
Almadiafa - المضيفه,30.0472654,31.2353043,إقامة,"Almadiafa - المضيفه is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",444,
Qattah,30.2170479,30.9668449,تاريخي,Qattah is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,445,
Cairo World Trade Center Hotel & Residences,30.0643123,31.2281499,إقامة,"Cairo World Trade Center Hotel & Residences is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",446,
Masr 5614,30.0617969,31.3400787,أخرى,"Masr 5614 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",447,
بريزر,30.0614591,31.3400815,أخرى,"بريزر is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",448,
بلوك 14,30.0383491,31.3749966,أخرى,"بلوك 14 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",449,
بلوك 13,30.0388411,31.376957,أخرى,"بلوك 13 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",450,
Le Riad Pyramids Hotel,29.9906676,31.1308122,إقامة,"Le Riad Pyramids Hotel is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",451,
Building No 18,30.0087746,31.207135,أخرى,"Building No 18 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",452,
بلوك 17 أ,30.0455588,31.3620461,أخرى,"بلوك 17 أ is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",453,
بلوك 120,30.0465777,31.369142,أخرى,"بلوك 120 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",454,
بلوك 85,30.0470675,31.3698028,أخرى,"بلوك 85 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",455,
بلوك 80,30.0474871,31.3686782,أخرى,"بلوك 80 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",456,
بلوك 12,30.0390131,31.3745022,أخرى,"بلوك 12 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",457,
بلوك 23 1,30.0466321,31.3606819,أخرى,"بلوك 23 1 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",458,
بلوك 95,30.0448324,31.3597527,أخرى,"بلوك 95 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",459,
محمد محمود باشا,30.0433082,31.2389328,خدمات,محمد محمود باشا is a service facility in Egypt that supports visitors and residents in the area.,460,
سيمون بوليفار,30.0423713,31.2330885,ثقافي,"سيمون بوليفار is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",461,
محمود الفلكي باشا,30.0447119,31.2395534,خدمات,محمود الفلكي باشا is a service facility in Egypt that supports visitors and residents in the area.,462,
تمثال السيد عمر مكرم,30.0439284,31.2347865,ثقافي,"تمثال السيد عمر مكرم is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",463,
كمبوند جاردنيا النصر,29.9806417,30.9272302,أخرى,"كمبوند جاردنيا النصر is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",464,
الى بنها الحر,30.1352849,31.2714374,إقامة,"الى بنها الحر is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",465,
طريق بنى يوسف,29.9932596,31.1292967,إقامة,"طريق بنى يوسف is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",466,
ركنه كتيرو فيستيفال مول,30.026641,31.4089611,إقامة,"ركنه كتيرو فيستيفال مول is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",467,
مطلع شبرا بنها,30.1390461,31.2635658,إقامة,"مطلع شبرا بنها is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",468,
الى شبرا بنها الحر,30.1287397,31.2960462,إقامة,"الى شبرا بنها الحر is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",469,
